publisher,year,market_share_pct
ASCII Entertainment,1995,1.1465786094294623
ASCII Entertainment,1996,1.3072193122295606
ASCII Entertainment,1997,1.739798454516697
ASCII Entertainment,1998,0.2743390144370905
ASCII Entertainment,1999,0.6090133982947625
ASCII Entertainment,2001,0.0896860986547085
ASCII Media Works,2008,0.008050665521683124
ASCII Media Works,2009,0.011086935432459784
ASCII Media Works,2010,0.018356482897876777
ASCII Media Works,2011,0.0017390094602114643
ASCII Media Works,2014,0.002687810778121221
ASK,1996,0.013664313368253243
Abel,2009,0.001385866929057473
Abylight,2010,0.012237655265251182
Acclaim Entertainment,1993,3.3847772711329362
Acclaim Entertainment,1994,10.352965319105271
Acclaim Entertainment,1995,3.94423041643735
Acclaim Entertainment,1996,1.8811204736961964
Acclaim Entertainment,1997,2.3046680826065336
Acclaim Entertainment,1998,4.828366654092792
Acclaim Entertainment,1999,2.4969549330085266
Acclaim Entertainment,2000,2.705188777856755
Acclaim Entertainment,2001,2.780269058295965
Acclaim Entertainment,2002,1.8322629391764258
Acclaim Entertainment,2003,1.1525809403675404
Acclaim Entertainment,2004,0.36070156454303615
Accolade,1996,0.08654065133227054
Accolade,1997,0.605540241312305
Accolade,1998,0.4458008984602721
Accolade,1999,0.06090133982947626
Accolade,2017,0.026052521884118378
Ackkstudios,2009,0.009701068503402313
Ackkstudios,2010,0.016826775989720374
Ackkstudios,2011,0.07129938786867004
Ackkstudios,2012,0.05869233478107763
Acquire,2006,0.008987309918395234
Acquire,2008,0.018784886217260627
Acquire,2009,0.013858669290574731
Acquire,2010,0.03365355197944075
Acquire,2011,0.052170283806343934
Acquire,2012,0.06104002817232074
Acquire,2014,0.029565918559333437
Acquire,2015,0.0034728251432540385
Acquire,2017,0.005210504376823675
Activision,1980,28.559870550161808
Activision,1981,24.30990489445604
Activision,1982,9.669436096871133
Activision,1983,11.111111111111114
Activision,1984,0.49769585253456217
Activision,1985,0.8765522279035791
Activision,1986,0.07381889763779527
Activision,1987,4.597701149425287
Activision,1988,2.2833614074489983
Activision,1989,0.9248404324605964
