appid,steam_name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,median_forever,price,initialprice,discount,ccu,genres,tags,languages,release_date,windows,mac,linux
311850,Zombie Solitaire,rokaplay,rokaplay,NA,NA,NA,70,NA,NA,NA,8.99,8.99,0,NA,4,13070|597|1698|1738|7250|9551|4182|4345|3965|6650|113|1666|1659|21|1664|5350|1667|4085|4136,NA,07/03/2014,TRUE,FALSE,FALSE
311860,Data Hacker: Initiation,New Reality Games,New Reality Games,NA,NA,NA,63,NA,NA,NA,1.99,1.99,0,NA,25|23|3|28,122|492|21|5577|599|4434|3964,NA,07/21/2014,TRUE,FALSE,FALSE
311870,Super Trench Attack!,Retro Army Limited,paulstephendavis,NA,NA,NA,90,NA,NA,NA,4.99,4.99,0,NA,1|23|3,19|492|3871|4136|4150|4637|122|5382|1719|4182|1774|3964|5851|4004,NA,07/24/2014,TRUE,FALSE,FALSE
311910,DIG IT! - A Digger Simulator,Cape Copenhagen,rondomedia GmbH,NA,NA,NA,61,NA,NA,NA,9.99,9.99,0,NA,28,599|1643,NA,10/15/2014,TRUE,TRUE,FALSE
312010,Bird Assassin,Social Loner Studios,Social Loner Studios,NA,NA,NA,88,NA,NA,NA,1.99,1.99,0,NA,1|25|23,19|21|492|1774|3871,NA,08/27/2014,TRUE,FALSE,FALSE
312020,Bounders and Cads,Wax Lyrical Games,Wax Lyrical Games,NA,NA,NA,NA,NA,NA,NA,1.99,1.99,0,NA,4|23|2,492|597|9,NA,07/08/2014,TRUE,FALSE,FALSE
312050,Red Johnson's Chronicles - 1+2 - Steam Special Edition,Lexis Numérique,Microids,NA,NA,NA,38,NA,NA,NA,9.99,9.99,0,NA,1|25,21|19|1698|5613,NA,09/05/2014,TRUE,FALSE,FALSE
312200,Chasm,"Bit Kid, Inc.","Bit Kid, Inc.",NA,NA,NA,73,NA,NA,NA,19.99,19.99,0,NA,1|25|23|3,1628|3964|4182|4004|1684|4231|1716|492|21|19|122|1625|3871|5125|3798,NA,07/31/2018,TRUE,TRUE,TRUE
312210,The Fifth Day,Touz,Touz,NA,NA,NA,37,NA,NA,NA,14.99,14.99,0,NA,1|25|23|70,1662|1100689|1702|492|1659|3942|493|1685|1774|4182|3839|128|1695|3859|3835|19|21|1663|5752|3810,NA,07/25/2014,TRUE,TRUE,FALSE
312220,Tales of Adventure 2,XIAOYAO|BetaSparkUK,XIAOYAO,NA,NA,NA,30,NA,NA,NA,9.99,9.99,0,NA,1|25|23|3,21|122|19|492,NA,07/14/2014,TRUE,FALSE,FALSE
312300,Heroes Rise: HeroFall,Choice of Games,Choice of Games,NA,NA,NA,88,NA,NA,NA,4.99,4.99,0,NA,23|3,492|122|7208|31275|44868|1742|6426|4486|1671|11014,NA,07/11/2014,TRUE,TRUE,TRUE
312360,To End All Wars,Ageod,Slitherine Ltd.,NA,NA,NA,62,NA,NA,NA,39.99,39.99,76,NA,28|2,9|599|5382|4364|4684|1677|3987,NA,08/29/2014,TRUE,FALSE,FALSE
312410,Defense Zone,Artem Kotov,Artem Kotov,NA,NA,NA,84,NA,NA,NA,3.99,3.99,0,NA,23|2,9|1645|492,NA,07/14/2014,TRUE,TRUE,TRUE
312560,Xanadu Next,Nihon Falcom,"XSEED Games|Marvelous USA, Inc.",NA,NA,NA,92,NA,NA,NA,14.99,14.99,0,NA,1|3,122|19|1684|21|4231|1756|4434|1720|4182|5851|4166|4085,NA,11/03/2016,TRUE,FALSE,FALSE
312610,METAL SLUG X,SNK CORPORATION|Dotemu,SNK CORPORATION,NA,NA,NA,87,NA,NA,NA,7.99,7.99,80,NA,1,19|1773|1774|3841|1756|4026|4182|3916|21|1625|4085|7368|1685|1693|4255|3871|4004|3859|3798|3964,NA,10/02/2014,TRUE,FALSE,FALSE
312630,OTTTD,SMG Studio,SMG Studio,NA,NA,NA,75,NA,NA,NA,7.99,7.99,0,NA,23|2,1645|1723|4252|4136|4182|19|1773|17305|1741|5395|620519|3813|492|9|4345|4667|1676|122|4195|4305,NA,08/07/2014,TRUE,TRUE,TRUE
312660,Sniper Elite 4,Rebellion,Rebellion,NA,NA,NA,91,NA,NA,NA,59.99,59.99,0,NA,1|25,7423|19|1695|4667|3814|4345|1663|21|1708|5611|9|3839|3859|1774|1678|1687|1685|4150|4182|1697,NA,02/14/2017,FALSE,FALSE,FALSE
312670,Strange Brigade,Rebellion,Rebellion,NA,NA,NA,84,NA,NA,NA,49.99,49.99,0,NA,1|25,19|21|3814|6730|1664|1667|4136|1695|1719|1662|4508|16094|1685|1659|3859|1774|1697|3843|4182|4667,NA,08/28/2018,FALSE,FALSE,FALSE
312750,Final Fantasy IV (3D Remake),Square Enix|DotEmu SAS.,Square Enix,NA,NA,NA,84,NA,NA,NA,15.99,15.99,50,NA,3,122|4434|21|6691|4085|4026|7481|1697|10695|4057|4004|1684|5708|1742|1693|1756|4182|1677|4325,NA,09/17/2014,TRUE,FALSE,FALSE
312970,My Ex-Boyfriend the Space Tyrant,Up Multimedia,Up Multimedia,NA,NA,NA,75,NA,NA,NA,14.99,14.99,0,NA,25,44868|21|12095|1698|1719|6650|3942|492|597|1742|4182,NA,07/22/2014,TRUE,TRUE,TRUE
312990,The Expendabros,Free Lives,Devolver Digital,NA,NA,NA,97,NA,NA,NA,0,0,NA,NA,1|25|23|37,113|19|492|21|4182|4136|13190|3798|7481|1719|1693|1695|3964|3871|3859|3841|1774|1685|7368|1625,NA,08/05/2014,TRUE,TRUE,FALSE
313010,Cities XXL,Focus Entertainment,Focus Entertainment,NA,NA,NA,39,NA,NA,NA,9.99,9.99,0,NA,28,4328|599|3859|4166|8945|1643|4695|9|12472|3810|4175|1669|4182,NA,02/05/2015,TRUE,FALSE,FALSE
313020,Soul Gambler,Ilex Games,Gamestorming,NA,NA,NA,87,NA,NA,NA,2.99,2.99,0,NA,25|23|3,3799|21|1751|492|122|6426|4182|6971|1698|4234|1742,NA,07/10/2014,TRUE,FALSE,FALSE
313040,Pixel Hunter,Lemondo Entertainment,Lemondo Entertainment,NA,NA,NA,44,NA,NA,NA,2.99,2.99,0,NA,1|25,19|21|1625|3964|1732,NA,07/17/2014,TRUE,TRUE,TRUE
313120,Stranded Deep,Beam Team Games,Beam Team Publishing,NA,NA,NA,74,NA,NA,NA,19.99,19.99,0,NA,25|23,1100689|1662|1643|1685|3810|599|9157|493|19|4166|492|9|3859|1695|1702|3839|21|3834|4175|4182,NA,08/11/2022,TRUE,TRUE,TRUE
313130,Metrocide,Flat Earth Games,Flat Earth Games,NA,NA,NA,53,NA,NA,NA,12.99,12.99,0,NA,23,492|4115|1687|4791|1774,NA,12/15/2014,TRUE,TRUE,FALSE
313140,Blackbay Asylum,TAD Productions AB,KPL,NA,NA,NA,56,NA,NA,NA,9.99,9.99,0,NA,25|23,21|4345|492|1667|4667|1664|7432|1719,NA,08/01/2014,TRUE,FALSE,FALSE
313160,Farming Simulator 15,Giants Software,Giants Software,NA,NA,NA,92,NA,NA,NA,12.99,12.99,0,NA,28,87918|1100687|1654|1644|4695|3968|12472|5348|3810|9|3843|5350|599|3859|1695|22602|1669|4182|4175|1685,NA,10/30/2014,TRUE,TRUE,FALSE
313200,The Abbey,Crimson Cow,Strategy First,NA,NA,NA,59,NA,NA,NA,19.99,19.99,0,NA,25,21|1698|5716,NA,07/15/2014,TRUE,FALSE,FALSE
313210,Alpha Zylon,Team 6 Studios,Strategy First,NA,NA,NA,61,NA,NA,NA,3.99,3.99,0,NA,1,19|1721|4182|5900,NA,07/15/2014,TRUE,FALSE,FALSE
313340,Mountain,David OReilly,David OReilly,NA,NA,NA,88,NA,NA,NA,0.99,0.99,0,NA,4|23|3|28,599|492|1755|5125|1621|29855|615955|15277|4175|4136|1664|1697|597|1654|4182|1756|5300|13782|5411|30358,NA,08/18/2014,TRUE,TRUE,TRUE
313360,The Maker's Eden,Screwy Lightbulb,Screwy Lightbulb,NA,NA,NA,69,NA,NA,NA,8.99,8.99,0,NA,25|4,21|597|4115|3799|3942|492|1698,NA,07/30/2014,TRUE,TRUE,TRUE
313400,REVOLVER360 RE:ACTOR,Cross Eaglet,PLAYISM,NA,NA,NA,90,NA,NA,NA,9.99,9.99,0,NA,1|23,4255|4885|3942|4182|4295|5154|4166|4821|5752|7481|5363|3871|19|492|1774|1773|3798|4975|4026|1756,NA,10/24/2014,TRUE,FALSE,FALSE
313470,Boot Hill Heroes,Experimental Gamer Studios,Experimental Gamer Studios,NA,NA,NA,84,NA,NA,NA,8.99,8.99,0,NA,23|3,122|492|1647|3964|3841|4434,NA,10/10/2014,TRUE,FALSE,FALSE
313630,The Solus Project,Hourences|Grip Games,Teotl Studios,NA,NA,NA,79,NA,NA,NA,19.99,19.99,0,NA,25|23|28,1662|21|1667|1742|599|5900|492|1695|5716|1702|1721|3810|3834|3942|21978|3978|4182|3839|4166|1755,NA,06/07/2016,TRUE,FALSE,FALSE
313730,Sunrider: Mask of Arcadius,Love in Space,Sekai Project,NA,NA,NA,92,NA,NA,NA,0,0,NA,NA,23|3|2|37,4085|3799|122|4182|492|1756|1742|1708|1717|19|4026|4947|113|1741|4821|9|1755|6650|3942|1677,NA,07/09/2014,TRUE,TRUE,TRUE
313740,Sakura Spirit,Winged Cloud,Winged Cloud,NA,NA,NA,78,NA,NA,NA,9.99,9.99,0,NA,23,4085|3799|1684|9130|4234|599|597|3871|5411|1719|10397|1638|6650|5611|9551|4182|4726|12095|492|4947,NA,07/09/2014,TRUE,TRUE,TRUE
313830,See No Evil,Gabriel Priske,Noetic,NA,NA,NA,72,NA,NA,NA,0.99,0.99,0,NA,25|23|2,492|21|1667|3871|4342|1664|4085|9|5851|4182|1684|1756|4166,NA,08/26/2014,TRUE,FALSE,FALSE
313870,A Vampyre Story,Autumn Moon Entertainment|Jordan Freeman Group,Autumn Moon Entertainment|ZOOM Platform Media,NA,NA,NA,76,NA,NA,NA,9.99,9.99,0,NA,25,21|1698|3871|4166|769306|1684|1667|11014|4975|4562|4195|4726|1719|4136|4182|1664|1742|4004|5708|6691,NA,07/15/2014,TRUE,FALSE,FALSE
313980,Proxy Blade Zero,D6,D6,NA,NA,NA,70,NA,NA,NA,9.99,9.99,0,NA,1|23,3955|19|4821|4085|5752|1734|3993|3942|4295|1755|4182|7250|4777|4191|4158|1646|4608|1743|4026|1697,NA,07/28/2014,TRUE,FALSE,FALSE
314010,Boid,Mokus,tinyBuild,NA,NA,NA,79,NA,NA,NA,0,0,NA,NA,1|4|23|2|37,113|9|492|19|597|1676|3859,NA,07/08/2016,TRUE,FALSE,FALSE
314020,Morphopolis,Dan Walters|Ceri Williams,Dan Walters,NA,NA,NA,83,NA,NA,NA,3.99,3.99,0,NA,25|4|23,1664|492|30358|1756|1654|4166|3871|5350|3834|5411|4026|1684|1738|1698|597|21|4305|4234|1714|4182,NA,08/14/2014,TRUE,FALSE,FALSE
314070,Super Mega Baseball: Extra Innings,Metalhead Software Inc.,Electronic Arts,NA,NA,NA,90,NA,NA,NA,12.99,12.99,0,NA,23|28|18,5727|701|492|599|1685|3878|1773|3841|4182,NA,08/21/2015,TRUE,FALSE,FALSE
314150,Double Dragon Trilogy,Dotemu,Dotemu,NA,NA,NA,54,NA,NA,NA,5.99,5.99,0,NA,1,1773|4158|3871|1693|3964|7743|6691|3843|3916|6915|4508|5154|4004|1743|3841|19|5708|7782|1685|3798,NA,01/15/2015,TRUE,FALSE,FALSE
314180,Deathsmiles,"CAVE Interactive CO.,LTD.",KOMODO,NA,NA,NA,95,NA,NA,NA,19.99,19.99,0,NA,1|23,4255|4885|1774|4726|3871|4026|4136|3841|19|1773|4085|3952|492|7208|1756|3798,NA,03/10/2016,TRUE,FALSE,FALSE
314200,Bionic Heart,Winter Wolves,Winter Wolves,NA,NA,NA,73,NA,NA,NA,9.99,9.99,0,NA,25|23,3799|21|6426|4486|4295|5752|1719|4604|5794|1667|1742|11014|4115|6971|4085|4182|3942|9551|492|4947,NA,08/13/2014,TRUE,TRUE,TRUE
314220,Bombing Bastards,Sanuk Games,Sanuk Games,NA,NA,NA,58,NA,NA,NA,9.99,9.99,0,NA,1|23,19|492|1773|7368,NA,12/04/2014,TRUE,TRUE,TRUE
314250,Jet Gunner,Sinclair Strange,Sinclair Strange,NA,NA,NA,73,NA,NA,NA,0.99,0.99,0,NA,1|25|23,19|492|21|1625|3964|4004|3871,NA,08/04/2014,TRUE,FALSE,FALSE
314280,The Forgotten Ones,Bernt Andreas Eide,Bernt Andreas Eide,NA,NA,NA,60,NA,NA,NA,0,0,NA,NA,1|25|37|23,1667|113|3839|1659|4150|1721|5348|4345|4106|3834|4191|4145|21|19|1662|1663|492|1774|3978|4182,NA,07/17/2014,TRUE,TRUE,TRUE
314290,Obludia,FobTi interactive,FobTi interactive,NA,NA,NA,48,NA,NA,NA,2.99,2.99,50,NA,1|23,19|1773|1667|4182|4791|3841|3871|122|1720|1649|21|597|492|5547|4885|42804|1716|3959|1774|4758,NA,07/18/2014,TRUE,FALSE,FALSE
314320,GamersGoMakers,gnifrebel Games UG,gnifrebel Games UG,NA,NA,NA,76,NA,NA,NA,8.99,8.99,0,NA,4|23|28|2,599|492|9|12472|597|13906|4695,NA,08/08/2014,TRUE,FALSE,FALSE
314330,DROD: Gunthro and the Epic Blunder,Caravel Games,Caravel Games,NA,NA,NA,93,NA,NA,NA,9.99,9.99,0,NA,25|23|2,492|1664|4026|122|1720|3834|14139|1697|4195|4305|4136|4004|1677|21|9|8122|3871|3964|7569|4182,NA,09/23/2016,TRUE,TRUE,TRUE
314340,Chess 2: The Sequel,Ludeme Games|Sirlin Games,Ludeme Games,NA,NA,NA,47,NA,NA,NA,5.99,5.99,0,NA,23|18|2,4184|9|17389|492|701|1770,NA,08/19/2014,TRUE,FALSE,FALSE
314360,Aritana and the Harpy's Feather,Duaik Entretenimento,Duaik Entretenimento,NA,NA,NA,91,NA,NA,NA,9.99,9.99,0,NA,25|23,492|21|1625,NA,08/15/2014,TRUE,TRUE,FALSE
314380,Lantern Forge,Hearthfire Studios,Hearthfire Studios,NA,NA,NA,53,NA,NA,NA,9.99,9.99,0,NA,25|23|3,122|21|3810|1662|1702|492|4182|5851,NA,07/18/2014,TRUE,FALSE,FALSE
314430,M.A.R.S.,YingPei Games,SubaGames,NA,NA,NA,63,NA,NA,NA,0,0,NA,NA,1|29|37,3814|6730|4821|3835|11104|19|5160|597|1659|4168|3942|1755|1775|3878|1774|4747|7208|1667|1697|4191,NA,10/28/2021,TRUE,FALSE,FALSE
314450,Saviors,Sharpened Edge Studios,NA,NA,NA,NA,82,NA,NA,NA,1.99,1.99,0,NA,1|23|2,4255|4885|3942|1774|4026|4004|3841|19|492|1755|1756|1773|9|3871|4182,NA,12/01/2014,TRUE,FALSE,TRUE
314460,Jamsouls,Chromatic Dream,Chromatic Dream,NA,NA,NA,52,NA,NA,NA,3.99,3.99,0,NA,1|23,19|492|1625|3841,NA,08/21/2014,TRUE,FALSE,FALSE
314470,Heroes of a Broken Land,Winged Pixel Inc.,Winged Pixel Inc.,NA,NA,NA,85,NA,NA,NA,14.99,14.99,0,NA,23|3,122|492|3964|1720|1677|4182|3839|7569|5125|10695|1684,NA,08/07/2014,TRUE,TRUE,TRUE
314520,Euro Fishing,Dovetail Games,Dovetail Games,NA,NA,NA,65,NA,NA,NA,14.99,14.99,0,NA,28|18,15564|599|4166|4175|4711|3834|1708|1654|17770|8075|493|21978|701|3859|4182|9564|1695|1697|19|3839,NA,11/02/2015,TRUE,FALSE,FALSE
314560,Kyn,Tangrin Entertainment,Versus Evil,NA,NA,NA,58,NA,NA,NA,9.99,9.99,0,NA,1|25|23|3,19|122|16094|1664|1697|1698|1702|3834|4191|3993|4236|1708|21|492|4182|10695|9|4231|1646|5851,NA,07/28/2015,TRUE,FALSE,FALSE
314570,The Sun at Night,Minicore Studios,Minicore Studios,NA,NA,NA,46,NA,NA,NA,4.99,4.99,0,NA,1|25|23,19|492|21|1625|1638,NA,08/01/2014,TRUE,FALSE,FALSE
314660,Oddworld: New 'n' Tasty,"Just Add Water (Developments), Ltd.","Oddworld Inhabitants, Inc.",NA,NA,NA,85,NA,NA,NA,19.99,19.99,0,NA,1|25|23,5537|1625|4136|7782|1687|3798|4166|1719|4975|4345|4667|4026|21|5708|1664|4182|1693|19|492|3871,NA,02/25/2015,TRUE,TRUE,TRUE
314710,Mighty No. 9,Comcept|Inti Creates,Deep Silver,NA,NA,NA,50,NA,NA,NA,19.99,19.99,0,NA,1,1625|19|3859|1685|597|4026|3942|1719|3871|1756|4295|7113|4085|3798|5153|4975|4004|5752|4182|492,NA,06/21/2016,TRUE,TRUE,TRUE
314760,Direct Hit: Missile War,Polynetix Studio|WIWD Development,Polynetix Studio|WIWD Development,NA,NA,NA,45,NA,NA,NA,9.99,9.99,0,NA,23|2,9|492,NA,08/07/2014,TRUE,FALSE,FALSE
314770,Pe-2: Dive Bomber,Polynetix Studio,Polynetix Studio,NA,NA,NA,64,NA,NA,NA,9.99,9.99,0,NA,23|28,599|492,NA,08/06/2014,TRUE,FALSE,FALSE
314830,Blackguards 2,Daedalic Entertainment,Daedalic Entertainment,NA,NA,NA,67,NA,NA,NA,9.99,9.99,90,NA,25|23|3|2,122|9|7208|21725|4604|1717|14139|4474|5851|6426|11333|17305|21|1677|492|1684|4325|1741|4182|1708,NA,01/20/2015,TRUE,TRUE,FALSE
314980,Supreme Ruler Ultimate,BattleGoat Studios,BattleGoat Studios,NA,NA,NA,76,NA,NA,NA,19.99,19.99,0,NA,23|28|2,4364|1708|3810|26921|4598|1678|4754|3987|3859|5179|4182|5382|4168|1676|5673|4684|7107|9|599|4150,NA,10/17/2014,TRUE,TRUE,FALSE
315110,Woah Dave!,MiniVisions,Choice Provisions,NA,NA,NA,77,NA,NA,NA,4.99,4.99,0,NA,1|23,19|492|1773|3859|4190|1625|4004|3871|3964|7368,NA,10/30/2014,TRUE,TRUE,TRUE
315260,Space Hack,NA,Meridian4,NA,NA,NA,43,NA,NA,NA,4.99,4.99,0,NA,1|23|3,42804|3834|4191|4791|5851|1667|1742|19|1638|4236|3942|1755|1646|1720|3959|4161|1774|4231|1716|122,NA,08/05/2014,TRUE,FALSE,FALSE
316480,Shadow Puppeteer,Sarepta studio,Snow Cannon Games,NA,NA,NA,78,NA,NA,NA,0,0,NA,NA,25|23|37,492|21|4342|10808|5395|3871|4182|4106|4975|29363|10816|1756|1625|1685|3841|1664|5537|4166|7481|4234,NA,09/29/2014,TRUE,FALSE,FALSE
316660,Toast Time,Force Of Habit,Force Of Habit,NA,NA,NA,72,NA,NA,NA,4.99,4.99,0,NA,1|4|23|2,5547|3798|15954|9|3871|4726|4136|7250|19|597|3964|4252|4255|3813|1664|1645|6730|4026|1774|1773,NA,08/27/2014,TRUE,TRUE,TRUE
316740,Biglands: A Game Made By Kids,GammaLateral,GammaLateral,NA,NA,NA,52,NA,NA,NA,4.99,4.99,0,NA,25|23|3,122|21|492|1625|5350|1667|6815,NA,08/25/2014,TRUE,TRUE,FALSE
316840,The Sacred Tears TRUE,AlphaNuts,AlphaNuts,NA,NA,NA,71,NA,NA,NA,2.99,2.99,82,NA,23|3,122|492|4434|4085|5577|1756|4726|4182|1666,NA,09/25/2014,TRUE,FALSE,FALSE
317320,Nelly Cootalot: The Fowl Fleet,Alasdair Beckett-King|Application Systems Heidelberg,Application Systems Heidelberg,NA,NA,NA,95,NA,NA,NA,19.99,19.99,50,NA,25|23,4726|1681|5350|1664|5608|3916|4975|11014|4166|5094|5984|4400|1697|21|1698|4182|492|7208|4136|1719,NA,03/22/2016,TRUE,TRUE,TRUE
320140,Absolute Drift,Funselektor Labs Inc.|FlippFly,Funselektor Labs Inc.,NA,NA,NA,87,NA,NA,NA,11.99,11.99,0,NA,1|4|23|9|28|18,699|1695|4094|599|4400|5154|4182|19|7481|61357|597|1734|1644|3968|4026|1100687|1773|4791|1654|1710,NA,07/29/2015,TRUE,TRUE,TRUE
320650,Season Match 2,URSE Games,ESDigital Games,NA,NA,NA,60,NA,NA,NA,3.99,3.99,75,NA,25|4,21|597|1665|1664,NA,10/10/2014,TRUE,FALSE,FALSE
320670,Season Match 3 - Curse of the Witch Crow,URSE Games,ESDigital Games,NA,NA,NA,79,NA,NA,NA,4.99,4.99,0,NA,25|4,597|21|1665|1664|4166,NA,10/30/2014,TRUE,TRUE,FALSE
321150,Melissa K. and the Heart of Gold Collector's Edition,SDP Games,KISS ltd,NA,NA,NA,71,NA,NA,NA,9.99,9.99,0,NA,25|4|23,1738|21|597|492|1698|7208|1664,NA,09/19/2014,TRUE,TRUE,FALSE
321160,Timber Tennis: Versus,Digital Melody,Crunching Koalas,NA,NA,NA,67,NA,NA,NA,1.99,1.99,0,NA,4|23|18,701|597|4195|4136|4004|7481|3878|5914|4840|1773|379975|9271|492|3859|3964|7368|3871|5350|4182|4562,NA,11/08/2018,TRUE,TRUE,FALSE
323280,Sea Legends: Phantasmal Light Collector's Edition,Shaman Games Studio,HH-Games,NA,NA,NA,75,NA,NA,NA,6.99,6.99,0,NA,25|4|23,597|21|492|1738|1698,NA,09/17/2014,TRUE,FALSE,FALSE
323850,Move or Die,Xelu|Those Awesome Guys,Those Awesome Guys,NA,NA,NA,89,NA,NA,NA,14.99,14.99,0,NA,1|23,3859|4136|597|3878|1685|3841|1773|1756|7178|10397|7108|4182|7368|19|1734|3871|4840|492|3843|1625,NA,01/21/2016,TRUE,FALSE,TRUE
324680,Impossible Creatures,Relic Entertainment|THQ Nordic,THQ Nordic,NA,NA,NA,95,NA,NA,NA,9.99,9.99,0,NA,2,9|1676|4004|19|21|4747|7782|4182|3859|7332|1693|4161|1678|3942,NA,11/11/2015,TRUE,FALSE,FALSE
324800,Shadow Warrior 2,Flying Wild Hog,Devolver Digital,NA,NA,NA,87,NA,NA,NA,29.99,29.99,0,NA,1|25,19|4345|3839|1719|1695|9541|4182|4236|4136|21|4036|10397|353880|1663|1685|3859|1688|1646|4608|1774,NA,10/13/2016,TRUE,FALSE,FALSE
325060,Parallax,Toasty Games,Toasty Games,NA,NA,NA,83,NA,NA,NA,4.99,4.99,0,NA,23,492|1664|3839|5537,NA,03/10/2015,TRUE,TRUE,TRUE
325110,Save the Furries,Smack Down Productions,N.INDIES,NA,NA,NA,70,NA,NA,NA,6.99,6.99,0,NA,4,597|1664|10397|1625|17337,NA,10/10/2014,TRUE,FALSE,FALSE
325160,Bik - A Space Adventure,Zotnip,Zotnip,NA,NA,NA,92,NA,NA,NA,4.99,4.99,0,NA,25|23,21|492|3964|1755|1698|4182|1697|1719|1742,NA,10/14/2014,TRUE,TRUE,TRUE
327030,Worms W.M.D,Team17,Team17,NA,NA,NA,85,NA,NA,NA,29.99,29.99,0,NA,1|2,3859|9|3841|4182|1719|1693|597|10397|1625|1678|21|4345|19|1741|4136|7368|3871|1677|1685|1774,NA,08/23/2016,TRUE,TRUE,TRUE
327670,Ironcast,Dreadbit,Ripstone,NA,NA,NA,71,NA,NA,NA,14.99,14.99,80,NA,23|3|2,1665|9|1716|597|1677|492|1777|122|4821|1664|3959|1759|4182,NA,03/26/2015,TRUE,TRUE,TRUE
329130,Reassembly,Anisoptera Games,Indie Voyage,NA,NA,NA,94,NA,NA,NA,14.99,14.99,0,NA,1|23|2,1643|1755|3834|3942|1774|1756|3968|4885|21|599|1773|5125|3810|9|3871|19|492|4182|4791|1695,NA,02/19/2015,TRUE,TRUE,TRUE
330580,Shark Attack Deathmatch 2,Lighthouse Games Studio,Lighthouse Games Studio,NA,NA,NA,75,NA,NA,NA,4.99,4.99,0,NA,1|23,1667|5547|1743|1662|3839|4191|9157|19|21|3993|3859|1685|1663|3978|4255|1695|1775|3834|9564|1774,NA,07/26/2019,TRUE,FALSE,FALSE
330770,Radial-G : Racing Revolved,Tammeka Games,Tammeka Games,NA,NA,NA,78,NA,NA,NA,9.99,9.99,0,NA,1|23|9,699|21978|3942|492|19|4295|1773,NA,03/28/2016,TRUE,FALSE,FALSE
330830,Tales from the Borderlands,Telltale Games,2K,NA,NA,NA,94,NA,NA,NA,19.99,19.99,0,NA,25,1719|21|4559|4166|1756|5923|3942|10397|7208|3799|122|597|1742|6426|4182|4242|1698|4136|4486|19,NA,11/25/2014,TRUE,FALSE,FALSE
331600,ONE PIECE PIRATE WARRIORS 3,"KOEI TECMO GAMES CO., LTD.",BANDAI NAMCO Entertainment,NA,NA,NA,78,NA,NA,NA,51.98,51.98,90,NA,1,4085|19|4182|3841|1719|1742|1685|4434|4136|7481|1756|1695|1646|1681|21|1743|4158|3859|323922|1697,NA,08/27/2015,TRUE,FALSE,FALSE
331610,Movie Studio Boss: The Sequel,Eddy &amp; Gary &amp; Friends,NA,NA,NA,NA,22,NA,NA,NA,9.99,9.99,0,NA,4|23|28,599|597|492,NA,12/17/2014,TRUE,TRUE,FALSE
331650,Carmageddon TDR 2000,Torus Games,THQ Nordic,NA,NA,NA,73,NA,NA,NA,4.99,4.99,0,NA,1|23|9,4102|699|19|492|4345|3859|1693|4182,NA,12/04/2014,TRUE,FALSE,FALSE
331690,Crossing Souls,Fourattic,Devolver Digital,NA,NA,NA,78,NA,NA,NA,14.99,14.99,0,NA,1|25|23,3964|21|122|4026|4182|1664|4791|4166|7743|492|19|1756|4004|3871|4136|1742,NA,02/13/2018,TRUE,TRUE,TRUE
331720,Survivor Squad: Gauntlets,Endless Loop Studios,Endless Loop Studios,NA,NA,NA,75,NA,NA,NA,4.99,4.99,0,NA,1|23|2,9|19|492|1659|4791|1662|3835|3813|4182|7107,NA,05/01/2015,TRUE,TRUE,TRUE
331790,Data Hacker: Reboot,New Reality Games,New Reality Games,NA,NA,NA,60,NA,NA,NA,1.99,1.99,0,NA,25|23|3,492|122|21|5577|4085|1742|3942|1684|1702|4434,NA,04/17/2015,TRUE,FALSE,FALSE
332250,The Next Penelope,Aurelien Regard,Plug In Digital,NA,NA,NA,71,NA,NA,NA,12.99,12.99,90,NA,1|23|9,699|19|492|4840|7208|7368|4255|4791|4026,NA,05/29/2015,TRUE,TRUE,FALSE
332310,LEGO® Worlds,TT Games|Traveller's Tales,Warner Bros. Interactive Entertainment,NA,NA,NA,78,NA,NA,NA,29.99,29.99,0,NA,25,1736|1695|4136|493|5363|1685|19|1719|599|597|5900|1732|1643|3810|21|3859|3834|5350|4182|1697,NA,03/07/2017,TRUE,FALSE,FALSE
332790,Darkness Assault,Black Lime Studio,Black Lime Studio,NA,NA,NA,52,NA,NA,NA,0.99,0.99,0,NA,73|74|1|23,492|19|1664|4637|4667|4345|1667|7208|3978|4182|1721|1662,NA,02/06/2015,TRUE,FALSE,FALSE
333130,Do Not Fall,XPEC Entertainment Inc.,XPEC Entertainment Inc.,NA,NA,NA,90,NA,NA,NA,9.99,9.99,0,NA,1|25|23,21|492|19,NA,12/19/2014,TRUE,FALSE,FALSE
333300,ADOM (Ancient Domains Of Mystery),Thomas Biskup|Jochen Terstiege|Zeno Rogue|Krzysztof Dycha|Lucas Dieguez,NA,NA,NA,NA,84,NA,NA,NA,14.99,14.99,0,NA,25|23|3|2,454187|4474|9|5125|3964|1684|4166|21|7569|4182|492|4711|1720|1759|1677|1716|4026|17389|3871|122,NA,11/16/2015,TRUE,TRUE,TRUE
333420,Cossacks 3,GSC Game World,GSC Game World,NA,NA,NA,82,NA,NA,NA,19.99,19.99,0,NA,1|25|2,9|1676|6730|4191|4328|19|5851|1695|1685|4695|4711|7107|1678|3859|3987|4182|8945|7332|1723|1775,NA,09/20/2016,TRUE,TRUE,TRUE
333430,Sinking Island,White Birds Productions,Microids,NA,NA,NA,69,NA,NA,NA,7.99,7.99,0,NA,25,21|1698|5716|5613|1664|4166,NA,12/05/2014,TRUE,FALSE,FALSE
