appid,steam_name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,median_forever,price,initialprice,discount,ccu,genres,tags,languages,release_date,windows,mac,linux
601050,Attack on Titan 2 - A.O.T.2,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",NA,NA,NA,93,NA,NA,NA,59.99,59.99,50,NA,1,4085|19|6650|21|1697|1742|1646|1667|1756|4434|323922|21978|4747|3859|4345|1695|122|4182|1685|3843,NA,03/15/2018,TRUE,FALSE,FALSE
678950,DRAGON BALL FighterZ,Arc System Works,Bandai Namco Entertainment,NA,NA,NA,90,NA,NA,NA,59.99,59.99,84,NA,1,1743|4085|4182|4026|5055|1734|4777|3993|1751|21|1697|4158|19|4736|3859|7368|3878|7481|1775|1773,NA,01/26/2018,TRUE,FALSE,FALSE
787480,Phoenix Wright: Ace Attorney Trilogy,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",NA,NA,NA,97,NA,NA,NA,29.99,29.99,0,NA,25,5613|3799|1698|4136|1693|1719|7782|3871|15172|10397|9592|44868|1742|5716|1756|4085|4182|6378|1664|21,NA,04/09/2019,TRUE,FALSE,FALSE
1201240,BLEACH Brave Souls - 3D Action,KLab Inc.,KLab Inc.,NA,NA,NA,87,NA,NA,NA,0,0,NA,NA,1|4|3|37,113|4085|1775|1646|597|5673|3942|1742|1695|1756|5348|1754|122|3859|19|4182|4231|4434|3843|1685,NA,08/18/2020,TRUE,FALSE,FALSE
1237950,STAR WARS™ Battlefront™ II,DICE,Electronic Arts,NA,NA,NA,88,NA,NA,NA,39.99,39.99,75,NA,1|25,3859|1774|3843|11104|3839|1697|7481|1775|21|1673|1708|4747|3814|4182|1755|3942|19|1663|1685|3993,NA,06/11/2020,TRUE,FALSE,FALSE
1246870,Harvest Moon: One World,Natsume Inc.|Appci,Natsume Inc.,NA,NA,NA,57,NA,NA,NA,49.99,49.99,0,NA,25|3|28,21|599|4305|122|87918|4195|4486|1702|22602|4191|4182,NA,09/07/2021,TRUE,FALSE,FALSE
1262560,Need for Speed™ Most Wanted,Criterion Games,Electronic Arts,NA,NA,NA,77,NA,NA,NA,19.99,19.99,75,NA,1|25|9,699|1695|3839|7481|4182|11104|1697|1685|10816|1756|6378|3841|3859|1644|19|3878|1100687|1773|21|4102,NA,06/18/2020,TRUE,FALSE,FALSE
1267540,WRC 9 FIA World Rally Championship,KT Racing,Nacon,NA,NA,NA,77,NA,NA,NA,29.99,29.99,90,NA,9|28|18,699|1644|3839|4191|1695|599|1697|3859|7622|4175|4305|1685|1100687|701|3968|12472|1775|16689|3878|5055,NA,09/16/2021,TRUE,FALSE,FALSE
1271700,HOT WHEELS UNLEASHED™,Milestone S.r.l.,Milestone S.r.l.,NA,NA,NA,78,NA,NA,NA,39.99,39.99,0,NA,9,699|1773|7481|8122|4136|1685|3965|3810|3859|10816|1644|5350|1697|7368|4182|1775,NA,09/30/2021,TRUE,FALSE,FALSE
1295510,DRAGON QUEST XI S: Echoes of an Elusive Age – Definitive Edition,Square Enix,Square Enix,NA,NA,NA,92,NA,NA,NA,39.99,39.99,0,NA,25|3,4434|4325|3871|1684|4305|19|1697|4085|1695|1702|4747|4195|122|10695|1742|4046|4191|21|4136|4182,NA,12/04/2020,TRUE,FALSE,FALSE
1451950,Street Outlaws 2: Winner Takes All,Team6 Game Studios,GameMill Entertainment,NA,NA,NA,57,NA,NA,NA,49.99,49.99,0,NA,9,699|1100687|1644|4175|4182|17770|13190|6869|3968|3859,NA,12/03/2021,TRUE,FALSE,FALSE
1553890,"Lewd Girls, Leave Me Alone! I Just Want to Play Video Games and Watch Anime! Hentai Edition",azaly,azaly,NA,NA,NA,80,NA,NA,NA,3.99,3.99,80,NA,4|23|3|28|2,9130|597|12095|1719|10397|4182|492|6650|1742|5611|4726|6426|3799|6971|4085|5094|4878|9551|4947|3871,NA,10/01/2023,TRUE,FALSE,FALSE
1798010,Mega Man Battle Network Legacy Collection Vol. 1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",NA,NA,NA,87,NA,NA,NA,39.99,39.99,0,NA,1|3,122|19|5794|6730|4434|4085|1693|3942|4231|3964|4182|32322|1775|4004|4202|3871,NA,04/14/2023,TRUE,FALSE,FALSE
2324210,TRANSFORMERS: Galactic Trials,3DClouds,Outright Games Ltd.,NA,NA,NA,72,NA,NA,NA,39.99,39.99,0,NA,1|25|9,19|5350|3942|4106|4305|10816|1775|3859|4182|5752|7368|3959|4562|21|3993|3834|4102|699|4295,NA,10/11/2024,TRUE,FALSE,FALSE
2492040,FATAL FURY: City of the Wolves,SNK CORPORATION,SNK CORPORATION,NA,NA,NA,80,NA,NA,NA,19.99,19.99,0,NA,1,4736|19|1773|4195|7481|4085|5395|1693|4136|3916|6650|12095|3871|1775|4777|3859|1743|4182|3878|4191,NA,04/21/2025,TRUE,FALSE,FALSE
2552430,KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,Square Enix,Square Enix,NA,NA,NA,85,NA,NA,NA,49.99,49.99,60,NA,1|25|3,19|122|4057|4305|4191|4231|4085|4166|1646|3955|4726|1693|21|4434|1756|4106|1742|5608|4182|1684,NA,06/13/2024,TRUE,FALSE,FALSE
2738630,Dungeons & Dragons Neverwinter Nights 2: Enhanced Edition,Aspyr Media,Aspyr Media,NA,NA,NA,47,NA,NA,NA,29.99,29.99,0,NA,1|25|3,122|14153|1742|3993|4182|21|4057|19|4305|1697|3854|4172|10695|4747|1684|4231|3843|4106|1720|4191,NA,07/15/2025,TRUE,FALSE,FALSE
3051490,Nicktoons & The Dice of Destiny,Petit Fabrik|Fair Play Labs,GameMill Entertainment,NA,NA,NA,86,NA,NA,NA,49.99,49.99,60,NA,25|3,21|122|1684|4305|19|4231|4562|4195|3993|3841|4182|4840,NA,09/30/2025,TRUE,FALSE,FALSE
3381380,Starry Sky,YUANZE,YUANZE,NA,NA,NA,NA,NA,NA,NA,2.99,2.99,0,NA,4|23|28|54|57,599|87|4182|4191|4835|5395|5608|8013|9204|9592|16598|21978|492|597|1036|1654|1664|1755|3839|4166,NA,12/20/2024,TRUE,FALSE,FALSE
3730,Aliens versus Predator Classic 2000,Rebellion,Rebellion,NA,NA,NA,87,NA,NA,NA,4.99,4.99,0,NA,1,1663|1693|4182|4166|4345|1734|1687|1662|3916|6691|1023537|7782|19|1673|1667|3942|3859|1774|4004|3839,NA,NA,TRUE,FALSE,FALSE
15170,Heroes of Might & Magic V,Nival,Ubisoft,NA,NA,NA,88,NA,NA,NA,9.99,9.99,0,NA,2,9|1741|4057|1742|21|7332|1685|1756|4166|4325|7208|4711|1684|1677|122|1708|3859|1693|4182|7368,NA,05/13/2008,TRUE,FALSE,FALSE
22370,Fallout 3 - Game of the Year Edition,Bethesda Game Studios,Bethesda Softworks,NA,NA,NA,81,NA,NA,NA,19.99,19.99,0,NA,3,1695|122|3834|4711|4166|3810|1697|1742|1774|4231|7782|1756|3835|4182|1669|3839|3942|1663|21|19,NA,12/17/2009,FALSE,FALSE,FALSE
42700,Call of Duty: Black Ops,Treyarch,Activision,NA,NA,NA,90,NA,NA,NA,39.99,39.99,0,NA,1,19|1663|3843|1685|1742|4345|7481|21|7250|128|1667|1756|1659|3859|1774|4182|5179|3839|1678|4168,NA,11/09/2010,FALSE,FALSE,FALSE
200260,Batman: Arkham City GOTY,Rocksteady Studios,WB Games,NA,NA,NA,96,NA,NA,NA,19.99,19.99,0,NA,1|25,19|1695|1742|4166|1743|4106|4145|7481|29363|3810|1628|1756|1687|1671|21|1697|4182|4158|1751|5613,NA,09/07/2012,TRUE,TRUE,FALSE
212500,The Lord of the Rings Online™,Standing Stone Games,Daybreak Game Company LLC,NA,NA,NA,81,NA,NA,NA,0,0,NA,NA,1|25|29|3|37,113|1754|3834|19|1742|3843|1685|1662|1697|4182|1775|4604|1695|128|1684|122|21|3859|4747|3796,NA,06/06/2012,TRUE,FALSE,FALSE
285330,RollerCoaster Tycoon 2: Triple Thrill Pack,Chris Sawyer Productions,Atari,NA,NA,NA,89,NA,NA,NA,9.99,9.99,0,NA,28|2,599|12472|3859|14720|3964|597|5350|3871|4190|1756|4328|4136|1693|3810|9|4182|1643|4695|4004|5851,NA,05/21/2014,TRUE,FALSE,FALSE
493840,Marvel vs. Capcom: Infinite,Capcom,Capcom,NA,NA,NA,66,NA,NA,NA,39.99,39.99,0,NA,1,1743|19|4085|7368|10397|1695|4975|1671|4736|3859|1773|1751|3878|1680|4182,NA,09/19/2017,FALSE,FALSE,FALSE
704450,Neverwinter Nights: Enhanced Edition,Beamdog,Beamdog,NA,NA,NA,90,NA,NA,NA,19.99,19.99,0,NA,3,122|14153|1669|3843|1685|4004|4166|4231|7208|19|4182|4106|1684|4474|4747|3859|7107|1742|21|4057,NA,03/27/2018,TRUE,TRUE,TRUE
838380,DEAD OR ALIVE 6,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",NA,NA,NA,75,NA,NA,NA,59.99,59.99,0,NA,1,6506|1775|3859|7368|12095|6650|113|4191|1688|1742|5611|4667|3878|7208|1773|5055|19|4085|4182|1743,NA,03/01/2019,TRUE,FALSE,FALSE
911400,Assassin's Creed III Remastered,Ubisoft Entertainment,Ubisoft Entertainment,NA,NA,NA,62,NA,NA,NA,39.99,39.99,0,NA,1|25,19|21|13190|3859|1756|4106|4345|122|4166|4598|4231|1685|4376|1695|1687|3987|4036|1697|4182|1742,NA,03/29/2019,TRUE,FALSE,FALSE
996580,Spyro™ Reignited Trilogy,Toys for Bob|Iron Galaxy Studios,Activision,NA,NA,NA,93,NA,NA,NA,39.99,39.99,0,NA,1|25,5395|21|4305|4726|1684|7782|4195|1756|597|1697|4166|4136|4046|5708|5350|19|4182|1693|1625|5652,NA,09/03/2019,TRUE,FALSE,FALSE
1110100,Power Rangers: Battle for the Grid,"nWay, INC","nWay, INC",NA,NA,NA,80,NA,NA,NA,19.99,19.99,0,NA,1,19|1743|4736|3859|4182|1671,NA,09/24/2019,TRUE,FALSE,FALSE
1195070,Ninja JaJaMaru: The Great Yokai Battle + Hell,CITY CONNECTION|Hello Quest,CITY CONNECTION,NA,NA,NA,93,NA,NA,NA,12.9,12.9,70,NA,1,5379|1688|4026|4231|4106|1685|4508|1719|3834|19|4182|7481|4726|3964|4004|1625|3871|3798|5350|1773,NA,05/11/2022,TRUE,FALSE,FALSE
1254620,NAMCO MUSEUM ARCHIVES Vol 2,"M2 Co.,LTD",BANDAI NAMCO Entertainment,NA,NA,NA,85,NA,NA,NA,19.99,19.99,0,NA,1,19|1773|4004|3964|3859|4182|1693,NA,06/17/2020,TRUE,FALSE,FALSE
1262600,Need for Speed™ Rivals,Criterion Games,Electronic Arts,NA,NA,NA,75,NA,NA,NA,19.99,19.99,65,NA,1|25|9,699|1695|701|4182|4166|21|5363|1685|3843|10816|7481|1678|1644|3859|4102|1775|1773|19|1697|3839,NA,06/04/2020,TRUE,FALSE,FALSE
1282150,SpongeBob SquarePants: The Cosmic Shake,Purple Lamp,THQ Nordic,NA,NA,NA,92,NA,NA,NA,39.99,39.99,80,NA,1,5395|5350|4136|4562|3859|21|1695|1742|5652|1756|4726|1685|1625|19|1719|4182|4305|4106|7481|1697,NA,01/31/2023,TRUE,FALSE,FALSE
1286830,STAR WARS™: The Old Republic™,Broadsword,Electronic Arts,NA,NA,NA,89,NA,NA,NA,0,0,NA,NA,29|3|37,113|1754|21|1755|19|1697|1775|4166|4231|7481|10695|1756|3859|4747|1695|122|1742|6426|128|3942,NA,07/21/2020,TRUE,FALSE,FALSE
1341200,DYNASTY WARRIORS 9 Empires,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",NA,NA,NA,49,NA,NA,NA,59.99,59.99,50,NA,1|28|2,19|9|4085|4747|599|4182|323922|1646|3987|1695|12095,NA,12/23/2021,TRUE,FALSE,FALSE
1449280,Ghostbusters: The Video Game Remastered,Saber Interactive,"Mad Dog Games, LLC",NA,NA,NA,90,NA,NA,NA,24.99,24.99,0,NA,1,3814|19|7250|6691|5363|3859|1667|1685|5708|3965|1774|4106|1697|3942|1719|5765|4182|10808,NA,11/17/2020,TRUE,FALSE,FALSE
1517290,Battlefield™ 2042,DICE,Electronic Arts,NA,NA,NA,47,NA,NA,NA,59.99,59.99,95,NA,1|25|4,1663|3859|1775|4295|11104|5673|5363|3968|4145|21|620519|597|1774|4168|4182|1678|19|3839|3993|5711,NA,11/19/2021,TRUE,FALSE,FALSE
1602010,Persona 4 Arena Ultimax,Arc System Works|ATLUS,SEGA,NA,NA,NA,87,NA,NA,NA,29.99,29.99,70,NA,1,4736|19|4434|1773|7368|4136|4305|1743|4085|1742|3859|3871|1756|3799|4182,NA,03/17/2022,TRUE,FALSE,FALSE
1630290,Yu Crossing Animals,brendor,Shady Corner Games,NA,NA,NA,91,NA,NA,NA,0,0,NA,NA,25,12095|6650|3871|9551|113|6815|4195|4791|4947|1742|6426|6276|24904|9130|7208|44868|4182|21|597|3834,NA,12/01/2021,TRUE,FALSE,FALSE
1735700,Back to the Dawn,Metal Head Games,Spiral Up Games,NA,NA,NA,94,NA,NA,NA,23.99,23.99,0,NA,25|23|3|28|2,122|3964|492|8369|5716|5984|599|4474|9|4136|4975|12095|1742|6426|5613|6971|17305|21|6378|4182,NA,07/18/2025,TRUE,FALSE,FALSE
1817070,Marvel’s Spider-Man Remastered,Insomniac Games|Nixxes Software,PlayStation Publishing LLC,NA,NA,NA,95,NA,NA,NA,59.99,59.99,0,NA,1|25|4,1695|1671|1751|3834|5411|1687|1756|4136|4166|3942|7481|3859|19|4182|1742|21|3993|4106|1697|4036,NA,08/12/2022,TRUE,FALSE,FALSE
1909950,SUPER ROBOT WARS Y,Bandai Namco Forge Digitals Inc.,Bandai Namco Entertainment Inc.,NA,NA,NA,83,NA,NA,NA,59.99,59.99,33,NA,3|28|2,122|599|4085|5851|4821|4791|3942|5752|3854|1742|4182|12095|9|4434|1741|3799|21725|4325|14139|3871,NA,08/27/2025,TRUE,FALSE,FALSE
2142140,Fritz&Chesster - Learn to Play Chess,ChessBase GmbH,ChessBase GmbH,NA,NA,NA,60,NA,NA,NA,29.99,29.99,0,NA,25|2,21|9|1770|1036|5350|4182|3859|5379|3871,NA,05/11/2023,TRUE,TRUE,TRUE
2322010,God of War Ragnarök,Santa Monica Studio|Jetpack Interactive,PlayStation Publishing LLC,NA,NA,NA,88,NA,NA,NA,59.99,59.99,0,NA,1|25|3,19|21|4191|4182|4166|1695|1684|5608|3993|5984|4345|29482|4106|122|1646|16094|1742|4145|4231|1697,NA,09/19/2024,TRUE,FALSE,FALSE
2523720,Gears of War: Reloaded,The Coalition,Xbox Game Studios,NA,NA,NA,58,NA,NA,NA,39.99,39.99,50,NA,1,19|1774|1775|4182|4508|3841|3843|4345|7368|1678|4667|3814|1697|4175|4342|1667|3835|3993|3859,NA,08/26/2025,TRUE,FALSE,FALSE
2552450,KINGDOM HEARTS III + Re Mind (DLC),Square Enix,Square Enix,NA,NA,NA,91,NA,NA,NA,59.99,59.99,60,NA,1|25|3,19|21|1742|4166|3955|4726|4057|1684|1756|1646|4085|122|4182|4231|4434|4191|4106|4305|5608,NA,06/13/2024,TRUE,FALSE,FALSE
2612660,Kamaitachi no Yoru x3,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",NA,NA,NA,83,NA,NA,NA,29.99,29.99,50,NA,25,21|3799|4486|31275|5716|6971|4182|4667,NA,09/18/2024,TRUE,FALSE,FALSE
2631010,Fairyland Solitaire,The Revills Games,The Revills Games,NA,NA,NA,NA,NA,NA,NA,9.99,9.99,0,NA,4,597|1666|4182|8093|13070|1738|1665|3871|4305|1684|4057|7208,NA,10/20/2023,TRUE,FALSE,FALSE
2838360,SINce Memories: Off The Starry Sky,MAGES. Inc.,PQube,NA,NA,NA,81,NA,NA,NA,39.99,39.99,0,NA,1|25|4,19|21|1719|4136|12472|6426|6971|8945|1742|3799|4182|597|4106|11014|4486|16689|3871|4085|4726,NA,10/23/2024,TRUE,FALSE,FALSE
2842040,Star Wars Outlaws,Massive Entertainment – A Ubisoft Studio,Ubisoft,NA,NA,NA,71,NA,NA,NA,69.99,69.99,0,NA,1|25,4182|1695|1755|1742|3834|122|4166|4036|6426|7948|1680|44868|19|21|1697|4106|3942|7208|1774|3814,NA,11/21/2024,TRUE,FALSE,FALSE
3124340,Demeo x Dungeons & Dragons: Battlemarked,Resolution Games,Resolution Games,NA,NA,NA,82,NA,NA,NA,29.99,29.99,0,NA,25|3|2,21725|3843|7569|3959|1741|122|9|4325|4057|1708|21|1685|14139|14153|1770|17305|4155|17389|21978|1684,NA,11/20/2025,TRUE,TRUE,FALSE
3454980,Mortal Kombat: Legacy Kollection,Digital Eclipse,Digital Eclipse|Atari,NA,NA,NA,60,NA,NA,NA,49.99,49.99,0,NA,1,4736|6915|1742|3964|4175|4604|6691|1688|4342|3916|4004|3993|1775|1773|3871|5055|5923|4046|19|7481,NA,10/30/2025,TRUE,FALSE,FALSE
50,Half-Life: Opposing Force,Gearbox Software,Valve,NA,NA,NA,95,NA,NA,NA,4.99,4.99,0,NA,1,1663|19|4168|4166|1742|15954|1756|4345|1664|4004|1669|1685|1693|3942|4182|1774|3839|1673|6691|21,NA,11/01/1999,TRUE,TRUE,TRUE
9900,Star Trek Online,Cryptic Studios,Arc Games,NA,NA,NA,79,NA,NA,NA,0,0,NA,NA,29|3|37,113|3942|1697|21|4182|1685|6730|3843|1775|9|4231|1708|128|1755|1754|122|1695|3859|4747|19,NA,01/31/2012,TRUE,FALSE,FALSE
15080,Rayman: Raving Rabbids,Ubisoft Bulgaria|Ubisoft Montpellier,Ubisoft,NA,NA,NA,84,NA,NA,NA,9.99,9.99,0,NA,1|25,19|4136|1756|1773|4754|1685|7782|1774|3841|3987|3839|4726|1719|21|8093|5350|3859|4182|1693|1742,NA,06/13/2008,FALSE,FALSE,FALSE
19980,Prince of Persia,Ubisoft Montreal,Ubisoft,NA,NA,NA,78,NA,NA,NA,9.99,9.99,80,NA,1|25,19|21|4166|1646|1756|5411|1654|7481|5395|4106|4947|1719|4036|1625|1697|4182|1684|3834|1742|1695,NA,12/10/2008,FALSE,FALSE,FALSE
57900,Duke Nukem Forever,Gearbox Software,2K,NA,NA,NA,69,NA,NA,NA,19.99,19.99,0,NA,1,1663|19|5611|4136|4345|5923|1693|21|10397|3916|7250|12095|6650|1774|1673|4182|1719|3859|3839|3942,NA,NA,TRUE,TRUE,FALSE
90400,Blue Toad Murder Files - The Mysteries of Little Riddle,Relentless Software,Relentless Software,NA,NA,NA,83,NA,NA,NA,4.49,4.49,0,NA,25|4,21|597|1664|3841,NA,12/03/2010,FALSE,FALSE,FALSE
107410,Arma 3,Bohemia Interactive,Bohemia Interactive,NA,NA,NA,90,NA,NA,NA,29.99,29.99,0,NA,1|28|2,4168|19|1678|1685|3810|9|4182|1669|3993|3843|5711|3814|3859|1774|599|4175|3839|1695|1708|1663,NA,09/12/2013,TRUE,TRUE,FALSE
221380,Age of Empires II (2013),Skybox Labs|Hidden Path Entertainment|Ensemble Studios|Forgotten Empires,Xbox Game Studios,NA,NA,NA,95,NA,NA,NA,19.99,19.99,0,NA,2,9|1676|1708|4161|1685|3878|4711|5708|3871|5851|19|21|4172|3859|1693|3987|7332|4328|8945|4182,NA,NA,TRUE,FALSE,FALSE
245410,Wizardry 6: Bane of the Cosmic Forge,Sir-Tech,"Drecom Co., Ltd.|Nightdive Studios|Atari",NA,NA,NA,76,NA,NA,NA,4.99,4.99,0,NA,25|3,122|1720|3916|4474|4182|4004|3839|21|1693|10695|4325|7569|1677|1684,NA,09/10/2013,TRUE,TRUE,TRUE
294810,BlazBlue: Continuum Shift Extend,Arc System Works,"H2 Interactive Co., Ltd.",NA,NA,NA,90,NA,NA,NA,19.99,19.99,85,NA,1,1743|4085|4182|3799|7368|4736|19|1756|1773|3859|3871|3878|1742,NA,12/11/2014,TRUE,FALSE,FALSE
321960,Might & Magic Heroes VII,Limbic Entertainment,Ubisoft,NA,NA,NA,54,NA,NA,NA,29.99,29.99,75,NA,3|2,9|1741|1685|1693|4057|1695|3841|122|1684|3859|1677|4182|1742|21|4166,NA,09/29/2015,TRUE,FALSE,FALSE
322130,Disney's Princess Enchanted Journey,Papaya Studio,Disney,NA,NA,NA,92,NA,NA,NA,19.99,19.99,0,NA,25,21|7208|3839|597|19|5350|4747|1756|4057|1742|3834|4182,NA,10/10/2014,TRUE,FALSE,FALSE
364820,Star Trek: Starfleet Command Gold Edition,Interplay Entertainment Corp.,Interplay Entertainment Corp.,NA,NA,NA,59,NA,NA,NA,19.99,19.99,0,NA,1|28|2,9|599|3916|3859|4182|17389|5851|5230|5348|5708|21978|19|1755|3942|3813|4161|16598|8013|13070,NA,11/22/2016,TRUE,FALSE,FALSE
393360,Metal Gear Solid Legacy,KONAMI,KONAMI,NA,NA,NA,88,NA,NA,NA,0,0,NA,NA,NA,15339|150626,NA,09/01/2015,TRUE,TRUE,TRUE
403400,ARCADE GAME SERIES: DIG DUG,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,NA,NA,NA,89,NA,NA,NA,3.99,3.99,0,NA,1,19|1693|1773|4004|3871|7743|4182|3964,NA,04/19/2016,TRUE,FALSE,FALSE
418370,Resident Evil 7 Biohazard,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",NA,NA,NA,95,NA,NA,NA,19.99,19.99,0,NA,1|25,1667|3978|4667|1662|1664|3859|1742|21|1663|3834|1774|1693|3839|4182|21978|4345|4166|1659|1721|19,NA,01/26/2017,TRUE,FALSE,FALSE
502750,Quest for Glory Collection,Sierra,Activision,NA,NA,NA,95,NA,NA,NA,9.99,9.99,0,NA,25,21|6691|4057|3834|4172|1698|1693|1756|3871|1684|4004|7782|122,NA,08/29/2016,TRUE,FALSE,FALSE
589530,Hakuoki: Kyoto Winds,Idea Factory|Design Factory,Idea Factory International,NA,NA,NA,93,NA,NA,NA,9.99,9.99,35,NA,25,31579|3799|4667|6971|4182|7208|21|3987|4085|4947|1742|9551|4726,NA,08/24/2017,TRUE,FALSE,FALSE
600750,Star Trek Timelines,Tilting Point,Tilting Point,NA,NA,NA,65,NA,NA,NA,0,0,NA,NA,25|3|2|37,113|9|1755|21|122|3942|3859|4182|19|597,NA,07/12/2017,TRUE,FALSE,FALSE
733340,Hakuoki: Edo Blossoms,Idea Factory|Design Factory,Idea Factory International,NA,NA,NA,96,NA,NA,NA,9.99,9.99,35,NA,25,31579|3799|6971|7208|21|4085|9551|1742|3987|5716|4947,NA,03/13/2018,TRUE,FALSE,FALSE
740550,Record of Agarest War Mariage,Idea Factory|Preapp Partners,"Idea Factory International, Inc.",NA,NA,NA,63,NA,NA,NA,14.99,14.99,55,NA,3|2,122|9|4085|4434|4325,NA,02/01/2019,TRUE,FALSE,FALSE
964230,Future GPX CyberFormula SIN VIER,PROJECT YNP,PROJECT YNP,NA,NA,NA,76,NA,NA,NA,29.99,29.99,0,NA,1|23|9|18,699|701|492|19|21978|4085,NA,12/12/2018,TRUE,FALSE,FALSE
968790,DYNASTY WARRIORS 7: Xtreme Legends Definitive Edition,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",NA,NA,NA,83,NA,NA,NA,19.99,19.99,70,NA,1,19|323922|1646|3987|1756|4182|4085|1685,NA,12/06/2018,TRUE,FALSE,FALSE
1259790,Puyo Puyo™ Tetris® 2,SEGA,SEGA,NA,NA,NA,81,NA,NA,NA,19.99,19.99,24,NA,1|4,597|1664|5350|3878|1743|4136|1756|4840|3871|4026|7208|19|1773|3859|4726|4085|4305|7368|4182,NA,03/23/2021,TRUE,FALSE,FALSE
1284210,Guild Wars 2®,ArenaNet®,ArenaNet®|NCSOFT,NA,NA,NA,88,NA,NA,NA,0,0,NA,NA,25|29|3|37,1754|21|3859|4166|4155|3993|9|1702|3843|3834|1742|4182|122|113|4747|1684|128|1697|1775|4191,NA,08/23/2022,TRUE,FALSE,FALSE
1328660,Need for Speed™ Hot Pursuit Remastered,Stellar Entertainment Limited,Electronic Arts,NA,NA,NA,81,NA,NA,NA,29.99,29.99,80,NA,1|9,699|1644|4175|4145|5363|4182|1685|10383|4711|1697|1693|13906|3859|1695|4102|3878|11104|19|4106|6378,NA,11/06/2020,TRUE,FALSE,FALSE
1340990,Rise of the Ronin,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",NA,NA,NA,62,NA,NA,NA,49.99,49.99,50,NA,1|25|3,122|1695|4747|29482|6971|3843|4345|4667|1685|1688|17770|1646|4231|4608|19|1697|21|3987|4191|4182,NA,03/11/2025,TRUE,FALSE,FALSE
1458140,Pacific Drive,Ironwood Studios,Kepler Interactive,NA,NA,NA,83,NA,NA,NA,44.99,44.99,50,NA,1|25|23|9|28,1644|1662|19|3835|7332|10383|4191|3810|599|1667|1643|4106|3834|1742|3978|1702|4166|3942|21|3839,NA,02/22/2024,TRUE,FALSE,FALSE
1521160,Are You Smarter than a 5th Grader?,Massive Miniteam,HandyGames,NA,NA,NA,67,NA,NA,NA,29.99,29.99,90,NA,4,71389|1036|4305|5350|4840|7368|3859|4182|10437|1775|4191|7481|31275|5094|597|4195,NA,08/23/2022,TRUE,FALSE,FALSE
1810230,The Wheel of Fortune,Takujin soft.,Takujin soft.,NA,NA,NA,92,NA,NA,NA,8.99,8.99,0,NA,25|4|23,4878|4947|9551|3871|5984|4182|1742|9130|1719|4726|12095|6650|6971|492|21|1651|4085|4486|597|4136,NA,12/01/2021,TRUE,TRUE,TRUE
1901620,Dungeon Travelers: To Heart 2 in Another World,AQUAPLUS,DMM GAMES|Shiravune,NA,NA,NA,83,NA,NA,NA,19.99,19.99,0,NA,3,1720|122|10695|4747|4325|1741|1684|916648|4155|4236|7569|3916|4085|4434|3799|4726|21725|3839|3834|1719,NA,02/15/2024,TRUE,FALSE,FALSE
1971870,Mortal Kombat 1,NetherRealm Studios|QLOC,Warner Bros. Games,NA,NA,NA,71,NA,NA,NA,49.99,49.99,0,NA,1,1743|19|1742|4182|4747|4975|3841|4166|3878|5611|4191|1667|3859|4345|4736|4667|5228|6915|1775|1773,NA,09/19/2023,TRUE,FALSE,FALSE
2140650,Harvest Moon: The Winds of Anthos,Appci Inc.|Natsume Inc.,Natsume Inc.,NA,NA,NA,71,NA,NA,NA,49.99,49.99,0,NA,25|3|28,21|122|1697|5350|1684|15564|6041|4182|1742|4947|4085|7481|599|87918|10235|4486|3834|4191|4305|4726,NA,09/28/2023,TRUE,FALSE,FALSE
2221490,Tom Clancy's The Division 2,Ubisoft,Ubisoft,NA,NA,NA,79,NA,NA,NA,29.99,29.99,75,NA,1|25|3,353880|1695|1685|3835|4236|4747|6730|128|1662|4168|1775|1742|3859|4182|3814|3843|1774|19|21|122,NA,01/12/2023,TRUE,FALSE,FALSE
2362420,Mass Effect 2 (2010) Edition,BioWare,Electronic Arts,NA,NA,NA,78,NA,NA,NA,29.99,29.99,80,NA,3,122|19|4947|1697|4747|1774|4166|7208|4231|7107|4345|4667|3814|3942|1755|6426|1742|4182|21|4145,NA,05/15/2023,TRUE,FALSE,FALSE
2417610,METAL GEAR SOLID Δ: SNAKE EATER,KONAMI,KONAMI,NA,NA,NA,84,NA,NA,NA,69.99,69.99,0,NA,1|25,1687|19|1708|1662|4191|21|1697|1678|5984|4667|3834|1756|1742|4145|5179|5708|4168|4182|3814|4106,NA,08/28/2025,TRUE,FALSE,FALSE
2434730,EZ-Crosshair,Lluis Vinent,Lluis Vinent,NA,NA,NA,89,NA,NA,NA,1.99,1.99,0,NA,1|23|51|53|57,8013|87|3839|4182|809|1036|13906|4106|84|492|872|176981|1774|19|1663,NA,05/31/2025,TRUE,FALSE,FALSE
